_step,epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
0,1,0.7286034952510487,57.72727272727273,0.6464621424674988,64.31818181818181,0.0001
1,2,0.6229581090536984,67.1590909090909,0.5799032087836947,70.22727272727273,0.0001
2,3,0.5649695439772172,72.2159090909091,0.5893860650914056,70.22727272727273,0.0001
3,4,0.5039775084365498,76.76136363636364,0.668566631419318,67.95454545454545,0.0001
4,5,0.4310914261774583,79.82954545454545,0.5497322231531143,73.4090909090909,0.0001
5,6,0.3571085813370618,83.4090909090909,0.9189556964806148,63.18181818181818,0.0001
6,7,0.27409643070264295,88.125,0.6355276022638593,71.13636363636364,0.0001
7,8,0.2577454155141657,89.54545454545455,0.5718615395682198,75.22727272727273,0.0001
8,9,0.19382391653277659,91.875,0.7323826551437378,70.9090909090909,0.0001
9,10,0.17113465416160498,93.06818181818181,0.7725518367120198,72.5,1e-05
10,11,0.09752641496333209,96.875,0.7020671580518995,74.0909090909091,1e-05
11,12,0.08306523625823585,97.55681818181819,0.6948216600077493,73.4090909090909,1e-05
12,13,0.06871443434872411,98.06818181818181,0.6838995729173932,73.18181818181819,1e-05
13,14,0.06367192430929704,98.29545454545455,0.6822623355048043,73.63636363636364,1e-05
14,15,0.06296855282377113,98.29545454545455,0.6843674225466592,74.0909090909091,1e-05
15,16,0.05757561337880113,98.35227272727273,0.6667576538664954,74.0909090909091,1e-05
16,17,0.04012979291040789,99.20454545454545,0.6775437444448471,74.31818181818181,1e-05
17,18,0.037465513980185446,99.20454545454545,0.7080902946846825,74.31818181818181,1e-05
18,19,0.037653364952314985,99.31818181818181,0.6760158304657254,74.77272727272727,1e-05
19,20,0.029461871722543782,99.43181818181819,0.7420405447483063,75.0,1.0000000000000002e-06
