_step,epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
0,1,0.6556605274027044,61.42045454545455,0.5914745586259025,70.9090909090909,0.0001
1,2,0.5928599807349119,68.23863636363636,0.5400172046252659,72.5,0.0001
2,3,0.5638510888273066,70.79545454545455,0.5294456716094699,74.0909090909091,0.0001
3,4,0.5136297930370678,74.43181818181819,0.47568996463503155,75.9090909090909,0.0001
4,5,0.4519957672465931,78.4659090909091,0.503509310739381,73.86363636363636,0.0001
5,6,0.38291310451247473,82.89772727272727,0.5437214225530624,74.31818181818181,0.0001
6,7,0.32395751774311066,86.5340909090909,0.49478348025253843,76.81818181818181,0.0001
7,8,0.28300641775131224,88.125,0.5171420850924083,77.95454545454545,0.0001
8,9,0.2073886292901906,92.2159090909091,0.5945799797773361,76.81818181818181,0.0001
9,10,0.1946234919130802,91.98863636363636,0.6060299447604588,77.5,1e-05
10,11,0.13976335085251115,94.77272727272727,0.544223570397922,78.18181818181819,1e-05
11,12,0.10723196217282252,96.5909090909091,0.5609646184103829,78.63636363636364,1e-05
12,13,0.09437210668217053,97.44318181818181,0.5522089941161019,77.5,1e-05
13,14,0.08350339596244422,97.1590909090909,0.5673198508364814,79.0909090909091,1e-05
14,15,0.06957405676895922,98.01136363636364,0.5837874731847218,78.86363636363636,1e-05
15,16,0.06478832308202982,98.18181818181819,0.5935558187110084,78.86363636363636,1e-05
16,17,0.04549814865670421,98.92045454545455,0.5992350642170224,79.31818181818181,1e-05
17,18,0.04982906273481521,98.57954545454545,0.6183189238820758,79.54545454545455,1e-05
18,19,0.0429381787776947,98.75,0.635892989380019,78.63636363636364,1e-05
19,20,0.036648321354931054,99.0340909090909,0.6259205830948693,79.0909090909091,1.0000000000000002e-06
