_step,epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
0,1,0.7529639222405173,50.56818181818182,0.6901138935770307,55.90909090909091,0.0001
1,2,0.7360648902979764,50.34090909090909,0.6751922922474998,58.18181818181818,0.0001
2,3,0.7202619747682051,52.67045454545455,0.676040061882564,59.09090909090909,0.0001
3,4,0.7172949465838345,52.15909090909091,0.6829508117267064,55.90909090909091,0.0001
4,5,0.7119980671189048,53.57954545454545,0.6786279678344727,57.72727272727273,0.0001
5,6,0.7070071588863026,54.77272727272727,0.6725835374423436,59.09090909090909,0.0001
6,7,0.6993756716901606,55.0,0.6632916927337646,59.77272727272727,0.0001
7,8,0.6946845390579918,56.36363636363637,0.6645666744027819,58.63636363636363,0.0001
8,9,0.6977185942909935,55.34090909090909,0.6629074343613216,60.45454545454545,0.0001
9,10,0.6929954138669101,55.625,0.6464451679161617,61.59090909090909,1e-05
10,11,0.699937379360199,53.80681818181818,0.6478765734604427,63.40909090909091,1e-05
11,12,0.6862932801246643,54.94318181818182,0.6457422545978001,63.63636363636363,1e-05
12,13,0.68590899922631,55.79545454545455,0.6522665917873383,64.31818181818181,1e-05
13,14,0.683145791834051,57.67045454545455,0.6473537300314222,63.63636363636363,1e-05
14,15,0.6725090937180953,56.47727272727273,0.6427276602813176,67.04545454545455,1e-05
15,16,0.6744505741379477,59.31818181818182,0.6458138270037515,63.86363636363637,1e-05
16,17,0.6823032595894554,56.13636363636363,0.6453504094055721,64.31818181818181,1e-05
17,18,0.6786430033770474,57.67045454545455,0.6417424125330788,66.5909090909091,1e-05
18,19,0.6861201871525158,54.82954545454545,0.63945671916008,66.5909090909091,1e-05
19,20,0.6766391320662065,57.67045454545455,0.6403719825404031,63.63636363636363,1.0000000000000002e-06
