_step,epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
0,1,0.6952641021121632,54.94318181818182,0.6488025571618762,64.0909090909091,0.0001
1,2,0.6616087382489985,59.375,0.6101216162954058,66.81818181818181,0.0001
2,3,0.6202616821635853,66.36363636363636,0.5956163832119533,67.95454545454545,0.0001
3,4,0.6027760462327437,67.5,0.5682546198368073,70.0,0.0001
4,5,0.5702547317201441,69.82954545454545,0.5213884540966579,72.95454545454545,0.0001
5,6,0.5429432543841275,73.57954545454545,0.5048755130597523,72.27272727272727,0.0001
6,7,0.4954986653544686,77.32954545454545,0.5595953507082803,72.5,0.0001
7,8,0.4558382798324932,79.20454545454545,0.4814403738294329,77.5,0.0001
8,9,0.39511875943704083,82.8409090909091,0.5281485787459782,73.18181818181819,0.0001
9,10,0.3892210318283601,83.23863636363636,0.5005370846816471,77.72727272727273,1e-05
10,11,0.3096853123469786,88.06818181818181,0.4858809688261577,78.4090909090909,1e-05
11,12,0.28965482901443135,88.4659090909091,0.4839859115225928,79.31818181818181,1e-05
12,13,0.24980817274613815,90.05681818181819,0.49253828823566437,79.0909090909091,1e-05
13,14,0.23603960153731432,91.30681818181819,0.5155775206429618,77.72727272727273,1e-05
14,15,0.2175086803056977,92.44318181818181,0.5115051333393369,78.4090909090909,1e-05
15,16,0.21498409401286733,92.27272727272727,0.5180497510092599,77.04545454545455,1e-05
16,17,0.1835490041158416,93.52272727272727,0.5281931906938553,76.81818181818181,1e-05
17,18,0.17649046880277722,93.69318181818181,0.5308450332709721,76.81818181818181,1e-05
18,19,0.15513736592097715,94.88636363636364,0.5303872291530881,77.95454545454545,1e-05
19,20,0.14285990047183902,95.79545454545455,0.555404103228024,77.5,1.0000000000000002e-06
