_step,epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
0,1,0.8314157832752574,48.80681818181818,0.6977575761931283,53.18181818181818,0.0001
1,2,0.7566462083296343,52.27272727272727,0.6778740882873535,55.45454545454545,0.0001
2,3,0.7519483945586465,51.59090909090909,0.6995421307427543,50.22727272727273,0.0001
3,4,0.7440388115969572,50.68181818181818,0.6898805328777858,50.68181818181818,0.0001
4,1,0.7423034971410578,51.47727272727273,0.7057345637253353,50.22727272727273,0.0001
5,2,0.7370096217502248,49.77272727272727,0.6829496920108795,54.77272727272727,0.0001
6,3,0.7080105738206344,53.35227272727273,0.704680574791772,50.45454545454545,0.0001
7,4,0.7182639544660395,49.82954545454545,0.6997827206339154,52.72727272727273,0.0001
8,5,0.708541931889274,52.67045454545455,0.7058610618114471,51.81818181818182,0.0001
9,6,0.7126318118788979,52.15909090909091,0.6844613722392491,55.22727272727273,1e-05
10,7,0.7067336266691034,53.125,0.6923285637583051,52.5,1e-05
11,8,0.688578538461165,54.65909090909091,0.6931955303464618,51.59090909090909,1e-05
12,9,0.7008779688314958,51.47727272727273,0.6966245770454407,52.27272727272727,1e-05
13,10,0.7004159212112426,53.01136363636363,0.6903362572193146,52.95454545454545,1e-05
14,11,0.6884707071564414,55.56818181818182,0.6901286883013589,53.86363636363637,1e-05
15,12,0.6885830987583507,55.56818181818182,0.6876562706061772,54.31818181818182,1e-05
16,13,0.691744263605638,54.31818181818182,0.691796098436628,52.04545454545455,1e-05
17,14,0.6940307628024708,54.71590909090909,0.6919614715235574,52.95454545454545,1e-05
